NodeA,NodeB,Type
661,JavaScript,useLanguage
26477209,Objective-C,useLanguage
26477209,objective-c,useLanguage
26477209,ruby,useLanguage
3408538,Ruby,useLanguage
8389275,Python,useLanguage
8389275,python,useLanguage
262815,Emacs Lisp,useLanguage
262815,emacs lisp,useLanguage
262815,ruby,useLanguage
675,JavaScript,useLanguage
675,javascript,useLanguage
675,html,useLanguage
675,perl,useLanguage
675,shell,useLanguage
14942885,Java,useLanguage
14942885,java,useLanguage
9962150,Java,useLanguage
9962150,java,useLanguage
679,JavaScript,useLanguage
679,javascript,useLanguage
679,html,useLanguage
679,css,useLanguage
683,JavaScript,useLanguage
42468017,Python,useLanguage
24117939,Objective-C,useLanguage
24117939,objective-c,useLanguage
25166518,Python,useLanguage
25166518,python,useLanguage
25166518,css,useLanguage
25166518,html,useLanguage
25166518,javascript,useLanguage
25166518,nginx,useLanguage
25166518,mako,useLanguage
25166518,shell,useLanguage
22020791,HTML,useLanguage
22020791,html,useLanguage
524985,JavaScript,useLanguage
6292154,Objective-C,useLanguage
6292154,objective-c,useLanguage
6292154,ruby,useLanguage
7865020,JavaScript,useLanguage
39060157,Java,useLanguage
707,Objective-C,useLanguage
25166531,JavaScript,useLanguage
25166531,javascript,useLanguage
25166531,css,useLanguage
25166531,html,useLanguage
710,C,useLanguage
11010760,Java,useLanguage
11010760,java,useLanguage
3146443,JavaScript,useLanguage
3146443,javascript,useLanguage
7340751,JavaScript,useLanguage
7340751,javascript,useLanguage
7865040,CSS,useLanguage
7865040,css,useLanguage
7865040,ruby,useLanguage
725,VimL,useLanguage
729,Objective-C,useLanguage
525019,Shell,useLanguage
22545116,JavaScript,useLanguage
22545116,javascript,useLanguage
735,JavaScript,useLanguage
735,javascript,useLanguage
735,html,useLanguage
735,css,useLanguage
735,shell,useLanguage
735,coffeescript,useLanguage
22282976,Java,useLanguage
22282976,java,useLanguage
14418659,Java,useLanguage
10748645,C++,useLanguage
10748645,c++,useLanguage
10748645,c,useLanguage
10748645,objective-c,useLanguage
10748645,java,useLanguage
10748645,objective-c++,useLanguage
10748645,c#,useLanguage
10748645,python,useLanguage
10748645,shell,useLanguage
10748645,powershell,useLanguage
10748645,perl,useLanguage
742,JavaScript,useLanguage
787187,Shell,useLanguage
787187,shell,useLanguage
787187,powershell,useLanguage
20447988,HTML,useLanguage
20447988,html,useLanguage
20447988,css,useLanguage
760,JavaScript,useLanguage
760,javascript,useLanguage
760,css,useLanguage
760,shell,useLanguage
32244473,Python,useLanguage
42730233,Python,useLanguage
27525883,JavaScript,useLanguage
3670781,Objective-C,useLanguage
3670781,objective-c,useLanguage
3670781,c++,useLanguage
766,Objective-C,useLanguage
766,objective-c,useLanguage
766,ruby,useLanguage
767,HTML,useLanguage
767,html,useLanguage
767,javascript,useLanguage
767,css,useLanguage
767,handlebars,useLanguage
781,JavaScript,useLanguage
782,Clojure,useLanguage
782,clojure,useLanguage
782,shell,useLanguage
782,javascript,useLanguage
788,C,useLanguage
788,c,useLanguage
788,assembly,useLanguage
788,c++,useLanguage
788,makefile,useLanguage
788,objective-c,useLanguage
788,shell,useLanguage
788,perl,useLanguage
788,verilog,useLanguage
788,groff,useLanguage
29623064,PHP,useLanguage
10224409,D,useLanguage
10224409,d,useLanguage
10224409,shell,useLanguage
10224409,nsis,useLanguage
10224409,batchfile,useLanguage
10224409,dtrace,useLanguage
10224409,makefile,useLanguage
5767962,Python,useLanguage
5767962,python,useLanguage
5767962,javascript,useLanguage
5767962,puppet,useLanguage
5767962,shell,useLanguage
5767962,css,useLanguage
5767962,ruby,useLanguage
262942,Python,useLanguage
262942,python,useLanguage
800,PHP,useLanguage
13370148,JavaScript,useLanguage
13370148,javascript,useLanguage
13370148,css,useLanguage
805,JavaScript,useLanguage
16778019,Objective-C,useLanguage
262965,R,useLanguage
262965,r,useLanguage
22545206,Java,useLanguage
822,JavaScript,useLanguage
822,javascript,useLanguage
822,python,useLanguage
822,html,useLanguage
822,css,useLanguage
262968,JavaScript,useLanguage
14156611,JavaScript,useLanguage
14156611,javascript,useLanguage
14156611,handlebars,useLanguage
9700164,Java,useLanguage
9700164,java,useLanguage
837,Objective-C,useLanguage
837,objective-c,useLanguage
837,ruby,useLanguage
35914565,Java,useLanguage
525127,Java,useLanguage
525127,java,useLanguage
787272,JavaScript,useLanguage
11010889,Swift,useLanguage
11010889,swift,useLanguage
11010889,ruby,useLanguage
842,Perl,useLanguage
842,perl,useLanguage
842,javascript,useLanguage
842,css,useLanguage
787271,Java,useLanguage
787271,java,useLanguage
787271,html,useLanguage
787271,shell,useLanguage
787271,c,useLanguage
787271,groff,useLanguage
787271,common lisp,useLanguage
5768012,Clojure,useLanguage
5768012,javascript,useLanguage
5768012,clojure,useLanguage
5768012,html,useLanguage
5768012,css,useLanguage
844,ActionScript,useLanguage
845,JavaScript,useLanguage
845,javascript,useLanguage
845,css,useLanguage
845,html,useLanguage
845,makefile,useLanguage
24118095,C++,useLanguage
849,CoffeeScript,useLanguage
19137363,Ruby,useLanguage
19137363,ruby,useLanguage
853,Ruby,useLanguage
28574553,Python,useLanguage
860,HTML,useLanguage
860,html,useLanguage
860,javascript,useLanguage
860,css,useLanguage
860,python,useLanguage
860,shell,useLanguage
860,puppet,useLanguage
860,apacheconf,useLanguage
860,smarty,useLanguage
8389469,Objective-C,useLanguage
864,C++,useLanguage
864,c++,useLanguage
864,c,useLanguage
