NodeA,id,Type
24419299,13403042,mention
10525688,13403042,mention
10525688,13403042,mention
26254697,13403042,mention
4234727,13403042,mention
4234727,13403042,mention
4234727,13403042,mention
4234727,13403042,mention
5545553,13403042,mention
29138585,13403042,mention
29138585,13403042,mention
18390887,13403042,mention
26255572,13403042,mention
26255572,13403042,mention
26255572,13403042,mention
28614884,13403042,mention
28614884,13403042,mention
25993476,13403042,mention
25993476,13403042,mention
1876673,13403042,mention
4498345,13403042,mention
4498345,13403042,mention
32548189,13403042,mention
20751875,13403042,mention
20751875,13403042,mention
14984820,13403042,mention
22062910,13403042,mention
2664444,13403042,mention
11315556,13403042,mention
11578477,13403042,mention
11578477,13403042,mention
42249379,13403042,mention
42249379,13403042,mention
32287921,13403042,mention
32288127,13403042,mention
32288127,13403042,mention
23375643,13403042,mention
23375643,13403042,mention
28880773,13403042,mention
37269383,13403042,mention
37269383,13403042,mention
28881431,13403042,mention
5026468,13403042,mention
25211596,13403042,mention
25211596,13403042,mention
25211596,13403042,mention
25211596,13403042,mention
18920272,13403042,mention
18920272,13403042,mention
18920272,13403042,mention
18920272,13403042,mention
26260360,13403042,mention
26260360,13403042,mention
16561669,13403042,mention
31504280,13403042,mention
31504280,13403042,mention
31504280,13403042,mention
12892194,13403042,mention
12892194,13403042,mention
30194255,13403042,mention
9747079,13403042,mention
16825468,13403042,mention
16825468,13403042,mention
16825468,13403042,mention
13680016,13403042,mention
5030339,13403042,mention
5030339,13403042,mention
5030339,13403042,mention
27575118,13403042,mention
11322265,13403042,mention
12632993,13403042,mention
12632993,13403042,mention
17089836,13403042,mention
29148938,13403042,mention
30460007,13403042,mention
30460007,13403042,mention
36751485,13403042,mention
36751485,13403042,mention
6081024,13403042,mention
7653999,13403042,mention
10275823,13403042,mention
10275823,13403042,mention
10275823,13403042,mention
5295339,13403042,mention
28101982,13403042,mention
3723100,13403042,mention
19451815,13403042,mention
2412694,13403042,mention
2412714,13403042,mention
2412714,13403042,mention
26530008,13403042,mention
22860555,13403042,mention
22860555,13403042,mention
27841484,13403042,mention
10802187,13403042,mention
22336896,13403042,mention
12375500,13403042,mention
22074997,13403042,mention
22074997,13403042,mention
22074997,13403042,mention
10802934,13403042,mention
16832478,13403042,mention
24959068,13403042,mention
24959068,13403042,mention
25745607,13403042,mention
25745607,13403042,mention
25745607,13403042,mention
25745607,13403042,mention
11590482,13403042,mention
11590482,13403042,mention
11590482,13403042,mention
28629865,13403042,mention
12639184,13403042,mention
12115047,13403042,mention
12115047,13403042,mention
12115047,13403042,mention
29678727,13403042,mention
10018129,13403042,mention
10018129,13403042,mention
29941466,13403042,mention
26795787,13403042,mention
27582284,13403042,mention
22077285,13403042,mention
16835063,13403042,mention
11068142,13403042,mention
12903202,13403042,mention
6611850,13403042,mention
6611850,13403042,mention
6611850,13403042,mention
10281905,13403042,mention
11854803,13403042,mention
17099392,13403042,mention
60130,13403042,mention
2419568,13403042,mention
2943972,13403042,mention
32828616,13403042,mention
21557059,13403042,mention
7663432,13403042,mention
24965336,13403042,mention
24965336,13403042,mention
24965336,13403042,mention
30995834,13403042,mention
30995834,13403042,mention
30995834,13403042,mention
30995834,13403042,mention
14480973,13403042,mention
14480973,13403042,mention
17631300,13403042,mention
11602105,13403042,mention
12126677,13403042,mention
22350774,13403042,mention
22350774,13403042,mention
16059374,13403042,mention
18681348,13403042,mention
18681348,13403042,mention
22089817,13403042,mention
22089817,13403042,mention
14487851,13403042,mention
12653317,13403042,mention
22090795,13403042,mention
29693035,13403042,mention
19994003,13403042,mention
18421264,13403042,mention
71429,13403042,mention
71429,13403042,mention
7673709,13403042,mention
21567615,13403042,mention
27335255,13403042,mention
27335255,13403042,mention
30481074,13403042,mention
16063694,13403042,mention
16063694,13403042,mention
5317126,13403042,mention
5317126,13403042,mention
29959458,13403042,mention
29959458,13403042,mention
29959458,13403042,mention
21571095,13403042,mention
12658428,13403042,mention
12658428,13403042,mention
16329362,13403042,mention
16329362,13403042,mention
12659542,13403042,mention
12659542,13403042,mention
27864139,13403042,mention
10038408,13403042,mention
29699462,13403042,mention
29699462,13403042,mention
33107422,13403042,mention
10038952,13403042,mention
10038952,13403042,mention
34418741,13403042,mention
34418741,13403042,mention
23671511,13403042,mention
29177721,13403042,mention
40450023,13403042,mention
40450023,13403042,mention
40450023,13403042,mention
40450023,13403042,mention
25245835,13403042,mention
10041768,13403042,mention
10041768,13403042,mention
38877659,13403042,mention
26295307,13403042,mention
26295307,13403042,mention
19741772,13403042,mention
19741772,13403042,mention
31014393,13403042,mention
40975925,13403042,mention
40975925,13403042,mention
20791096,13403042,mention
20791096,13403042,mention
21577543,13403042,mention
5850422,13403042,mention
16074551,13403042,mention
6113099,13403042,mention
22104242,13403042,mention
10832091,13403042,mention
10832091,13403042,mention
22105043,13403042,mention
21580915,13403042,mention
31804547,13403042,mention
3493025,13403042,mention
28922816,13403042,mention
28660791,13403042,mention
28660791,13403042,mention
28922947,13403042,mention
28922947,13403042,mention
20534670,13403042,mention
14767855,13403042,mention
14767855,13403042,mention
27614085,13403042,mention
7953394,13403042,mention
7953394,13403042,mention
20012107,13403042,mention
20012107,13403042,mention
20012107,13403042,mention
19488108,13403042,mention
19488108,13403042,mention
28401052,13403042,mention
18441086,13403042,mention
18441086,13403042,mention
15295594,13403042,mention
20539366,13403042,mention
40987268,13403042,mention
30239434,13403042,mention
30239434,13403042,mention
9792229,13403042,mention
28142455,13403042,mention
20540570,13403042,mention
20540570,13403042,mention
20540570,13403042,mention
1928441,13403042,mention
1928441,13403042,mention
27094592,13403042,mention
33123929,13403042,mention
17395310,13403042,mention
6123428,13403042,mention
7434255,13403042,mention
7434255,13403042,mention
26309163,13403042,mention
30765624,13403042,mention
30765624,13403042,mention
94942,13403042,mention
12678186,13403042,mention
39154815,13403042,mention
28144815,13403042,mention
28144815,13403042,mention
28144815,13403042,mention
28144815,13403042,mention
30242283,13403042,mention
30242283,13403042,mention
12679434,13403042,mention
3767010,13403042,mention
3767010,13403042,mention
2456337,13403042,mention
1407769,13403042,mention
13990756,13403042,mention
40467900,13403042,mention
40467900,13403042,mention
40467900,13403042,mention
3767869,13403042,mention
3767869,13403042,mention
13729412,13403042,mention
13467583,13403042,mention
13467583,13403042,mention
11370642,13403042,mention
21594559,13403042,mention
29459615,13403042,mention
29459615,13403042,mention
29459615,13403042,mention
13732173,13403042,mention
13732173,13403042,mention
31034622,13403042,mention
31034622,13403042,mention
1936784,13403042,mention
10063334,13403042,mention
24219480,13403042,mention
10325993,13403042,mention
10326347,13403042,mention
10326347,13403042,mention
10326347,13403042,mention
20025771,13403042,mention
21598778,13403042,mention
9802473,13403042,mention
9802473,13403042,mention
29201365,13403042,mention
10327257,13403042,mention
10327257,13403042,mention
26056022,13403042,mention
22910470,13403042,mention
22910470,13403042,mention
31037286,13403042,mention
31037286,13403042,mention
33921429,13403042,mention
38902184,13403042,mention
38902184,13403042,mention
19766625,13403042,mention
11116784,13403042,mention
11116784,13403042,mention
34185959,13403042,mention
34185959,13403042,mention
12165866,13403042,mention
33399945,13403042,mention
33399945,13403042,mention
12690938,13403042,mention
12690938,13403042,mention
12690938,13403042,mention
12690938,13403042,mention
10332392,13403042,mention
10332392,13403042,mention
8759556,13403042,mention
8759556,13403042,mention
17934702,13403042,mention
17934702,13403042,mention
21605712,13403042,mention
21605712,13403042,mention
8761217,13403042,mention
20557793,13403042,mention
9285653,13403042,mention
897192,13403042,mention
8500362,13403042,mention
20821381,13403042,mention
11384345,13403042,mention
28424280,13403042,mention
9025908,13403042,mention
21871242,13403042,mention
43367090,13403042,mention
43367090,13403042,mention
30259934,13403042,mention
30259934,13403042,mention
28425331,13403042,mention
13483149,13403042,mention
13483149,13403042,mention
6143269,13403042,mention
6143269,13403042,mention
30261028,13403042,mention
25281643,13403042,mention
33408453,13403042,mention
33408453,13403042,mention
17943505,13403042,mention
18468366,13403042,mention
27906444,13403042,mention
20042424,13403042,mention
20042424,13403042,mention
24499015,13403042,mention
24499015,13403042,mention
32888480,13403042,mention
31316349,13403042,mention
31316349,13403042,mention
31316349,13403042,mention
121575,13403042,mention
10345234,13403042,mention
19521396,13403042,mention
19521396,13403042,mention
28960021,13403042,mention
5630338,13403042,mention
5630777,13403042,mention
5630777,13403042,mention
10087953,13403042,mention
126763,13403042,mention
126763,13403042,mention
27389977,13403042,mention
28438899,13403042,mention
26341896,13403042,mention
21623443,13403042,mention
31322879,13403042,mention
22147885,13403042,mention
22147885,13403042,mention
22147885,13403042,mention
21623741,13403042,mention
21623750,13403042,mention
5895520,13403042,mention
17954312,13403042,mention
17954312,13403042,mention
28964641,13403042,mention
28964641,13403042,mention
21887393,13403042,mention
21887393,13403042,mention
21887393,13403042,mention
14286135,13403042,mention
18218341,13403042,mention
18218341,13403042,mention
11665863,13403042,mention
11665863,13403042,mention
131922,13403042,mention
131922,13403042,mention
9570005,13403042,mention
13502175,13403042,mention
13502574,13403042,mention
25037627,13403042,mention
25037627,13403042,mention
1969213,13403042,mention
1969213,13403042,mention
28184126,13403042,mention
28184126,13403042,mention
10882881,13403042,mention
10882881,13403042,mention
36311778,13403042,mention
36311778,13403042,mention
20321188,13403042,mention
20321188,13403042,mention
17962275,13403042,mention
17962275,13403042,mention
17962275,13403042,mention
17962275,13403042,mention
10884901,13403042,mention
9050080,13403042,mention
27662458,13403042,mention
25303333,13403042,mention
4594623,13403042,mention
4594623,13403042,mention
4594623,13403042,mention
10623975,13403042,mention
21109837,13403042,mention
12196949,13403042,mention
32906486,13403042,mention
32906486,13403042,mention
17177927,13403042,mention
17177927,13403042,mention
27926108,13403042,mention
24257427,13403042,mention
24257427,13403042,mention
27403305,13403042,mention
5383465,13403042,mention
5383465,13403042,mention
19801627,13403042,mention
19539740,13403042,mention
19539740,13403042,mention
10889431,13403042,mention
10889431,13403042,mention
26356052,13403042,mention
26356052,13403042,mention
29502018,13403042,mention
34745040,13403042,mention
34745040,13403042,mention
4860950,13403042,mention
22162606,13403042,mention
142717,13403042,mention
11677261,13403042,mention
11677261,13403042,mention
20066272,13403042,mention
20066272,13403042,mention
29242906,13403042,mention
34485801,13403042,mention
34485801,13403042,mention
10630786,13403042,mention
10630786,13403042,mention
10630786,13403042,mention
41039847,13403042,mention
14301706,13403042,mention
14301706,13403042,mention
24525324,13403042,mention
24525324,13403042,mention
24525324,13403042,mention
24525324,13403042,mention
14563971,13403042,mention
14563971,13403042,mention
14039900,13403042,mention
14039900,13403042,mention
19807322,13403042,mention
19807322,13403042,mention
27409526,13403042,mention
27409526,13403042,mention
24526069,13403042,mention
24526069,13403042,mention
22166912,13403042,mention
29769888,13403042,mention
29769888,13403042,mention
22955447,13403042,mention
6702646,13403042,mention
6702646,13403042,mention
6702646,13403042,mention
26627611,13403042,mention
26103850,13403042,mention
32657481,13403042,mention
32657481,13403042,mention
20861049,13403042,mention
20861063,13403042,mention
28988231,13403042,mention
28988231,13403042,mention
41833333,13403042,mention
12211281,13403042,mention
12211595,13403042,mention
12211595,13403042,mention
31610445,13403042,mention
42882806,13403042,mention
42096527,13403042,mention
42096527,13403042,mention
42096527,13403042,mention
19290376,13403042,mention
19290376,13403042,mention
19290376,13403042,mention
19290376,13403042,mention
13523506,13403042,mention
23485221,13403042,mention
23485221,13403042,mention
23485221,13403042,mention
8543029,13403042,mention
29252425,13403042,mention
29252425,13403042,mention
1465279,13403042,mention
5921950,13403042,mention
16669934,13403042,mention
16669934,13403042,mention
16669934,13403042,mention
21651300,13403042,mention
21127195,13403042,mention
21127195,13403042,mention
36593770,13403042,mention
5922925,13403042,mention
5922925,13403042,mention
16671446,13403042,mention
36594594,13403042,mention
36594594,13403042,mention
8545658,13403042,mention
10642813,13403042,mention
21915233,13403042,mention
10905306,13403042,mention
10905306,13403042,mention
32401144,13403042,mention
22177538,13403042,mention
22177538,13403042,mention
157619,13403042,mention
25061304,13403042,mention
25061304,13403042,mention
10644876,13403042,mention
10644876,13403042,mention
17985134,13403042,mention
20082449,13403042,mention
20082449,13403042,mention
20082449,13403042,mention
5140545,13403042,mention
28995844,13403042,mention
28995844,13403042,mention
22704439,13403042,mention
22704439,13403042,mention
17199506,13403042,mention
19821422,13403042,mention
24540117,13403042,mention
6452349,13403042,mention
22181390,13403042,mention
22181390,13403042,mention
26638217,13403042,mention
39221197,13403042,mention
11172074,13403042,mention
11434451,13403042,mention
35027550,13403042,mention
30571141,13403042,mention
30571141,13403042,mention
35027643,13403042,mention
20347616,13403042,mention
30047045,13403042,mention
30047045,13403042,mention
30047045,13403042,mention
30047338,13403042,mention
1473834,13403042,mention
35028720,13403042,mention
13532944,13403042,mention
5930849,13403042,mention
18775937,13403042,mention
20873143,13403042,mention
20873143,13403042,mention
11174199,13403042,mention
11174199,13403042,mention
30048680,13403042,mention
30048680,13403042,mention
21660401,13403042,mention
29524874,13403042,mention
29524874,13403042,mention
19563414,13403042,mention
19563414,13403042,mention
20088287,13403042,mention
17729147,13403042,mention
17729147,13403042,mention
12486632,13403042,mention
27167599,13403042,mention
31100289,13403042,mention
31100289,13403042,mention
30576109,13403042,mention
12226287,13403042,mention
12226287,13403042,mention
12226349,13403042,mention
12226349,13403042,mention
24285248,13403042,mention
29004811,13403042,mention
29004811,13403042,mention
29004811,13403042,mention
11179330,13403042,mention
15374547,13403042,mention
15374547,13403042,mention
21404166,13403042,mention
12753507,13403042,mention
12753507,13403042,mention
26384993,13403042,mention
25074520,13403042,mention
25074520,13403042,mention
25074520,13403042,mention
14064693,13403042,mention
14064693,13403042,mention
21929052,13403042,mention
10132706,13403042,mention
10132706,13403042,mention
10132706,13403042,mention
10132706,13403042,mention
21929212,13403042,mention
10133166,13403042,mention
4103931,13403042,mention
29008048,13403042,mention
29008048,13403042,mention
20881844,13403042,mention
20881844,13403042,mention
41591261,13403042,mention
10396186,13403042,mention
18784828,13403042,mention
20357789,13403042,mention
15377230,13403042,mention
15377230,13403042,mention
40281297,13403042,mention
33466289,13403042,mention
33466289,13403042,mention
18524281,13403042,mention
18524281,13403042,mention
18524281,13403042,mention
19835667,13403042,mention
19835667,13403042,mention
36875165,13403042,mention
19835840,13403042,mention
10923285,13403042,mention
31632937,13403042,mention
31632937,13403042,mention
10661693,13403042,mention
10661693,13403042,mention
26128490,13403042,mention
18526317,13403042,mention
10399862,13403042,mention
10399862,13403042,mention
30061959,13403042,mention
30061959,13403042,mention
40285626,13403042,mention
40285626,13403042,mention
40285626,13403042,mention
40285626,13403042,mention
9614935,13403042,mention
10140572,13403042,mention
10140572,13403042,mention
27180020,13403042,mention
27180020,13403042,mention
25082871,13403042,mention
15645708,13403042,mention
16694517,13403042,mention
16694517,13403042,mention
12238333,13403042,mention
13549230,13403042,mention
13549230,13403042,mention
22200038,13403042,mention
