NodeA,id,Type
21231381,4188578,mention
9710419,35517,mention
9710419,4007487,mention
9710419,22526439,mention
9710419,9736949,mention
9710419,287748,mention
27515,287748,mention
27515,287748,mention
17559263,287748,mention
17559263,287748,mention
9710419,3567721,mention
9710419,20559331,mention
21507454,20559331,mention
37897177,20559331,mention
2257213,20559331,mention
22507854,20559331,mention
20958568,20559331,mention
9710419,1476951,mention
9710419,3769783,mention
9710419,270758,mention
9710419,1013676,mention
9710419,966697,mention
9710419,9167806,mention
7548608,9167806,mention
9710419,2849890,mention
9710419,7548608,mention
14666671,7548608,mention
9167806,7548608,mention
26487691,3558491,mention
10440893,3558491,mention
9972634,1743,mention
10512714,1743,mention
1804653,1743,mention
11171,8657,mention
11171,8657,mention
11171,8657,mention
11171,8657,mention
30682023,3452681,mention
11183,33923184,mention
24495980,33923184,mention
28730586,33923184,mention
11190,21141,mention
17837008,15646768,mention
12221068,15646768,mention
17837008,15703487,mention
12221068,15703487,mention
17837008,17598900,mention
12221068,17598900,mention
17837008,12221068,mention
17598900,12221068,mention
2632694,20506593,mention
4729879,4489638,mention
4729879,4489638,mention
3112979,4489638,mention
11305,3509777,mention
6705948,3509777,mention
11307,955061,mention
11316,615407,mention
11337,681137,mention
4578602,681137,mention
14691407,13946,mention
6644093,13946,mention
6644093,13946,mention
34492408,13946,mention
5937635,13946,mention
14691407,34022,mention
34492408,34022,mention
12332120,19266983,mention
307879,19266983,mention
307879,19266983,mention
307879,19266983,mention
307879,19266983,mention
3785076,19266983,mention
19266994,19266983,mention
19266994,19266983,mention
8011289,19266983,mention
25086043,19266983,mention
25086043,19266983,mention
25086043,19266983,mention
25086043,19266983,mention
25086043,19266983,mention
19334387,19266983,mention
14367862,19266983,mention
14367862,19266983,mention
12332120,19266994,mention
12332120,19266994,mention
307879,19266994,mention
307879,19266994,mention
3785076,19266994,mention
3785076,19266994,mention
19266983,19266994,mention
19266983,19266994,mention
25086043,19266994,mention
19334387,19266994,mention
10497129,8435153,mention
10759279,5223294,mention
7722430,5223294,mention
7722430,5223294,mention
7722430,5223294,mention
10634037,5223294,mention
14953585,271183,mention
10847503,271183,mention
10634037,271183,mention
11283569,11780,mention
16789163,11780,mention
16789163,11780,mention
16789163,11780,mention
16789163,11780,mention
35140522,11780,mention
10761212,11780,mention
7622546,11780,mention
7622546,11780,mention
17634510,11780,mention
34163080,11780,mention
8737357,11780,mention
15295594,11780,mention
20026015,11780,mention
366789,11780,mention
31301974,11780,mention
5377342,11780,mention
5377342,11780,mention
33964592,11780,mention
11473359,11780,mention
6759236,11780,mention
7549473,11780,mention
7549473,11780,mention
8861676,11780,mention
25388850,11780,mention
30113060,11780,mention
30113060,11780,mention
18593286,11780,mention
11398,16356,mention
1587683,16356,mention
6123374,16356,mention
8573282,16356,mention
10195711,16356,mention
21245064,1363719,mention
21245064,1363719,mention
21245064,1363719,mention
21245064,1363719,mention
3178603,1363719,mention
3178603,1363719,mention
3178603,1363719,mention
3178603,1363719,mention
1929390,1363719,mention
22183022,1363719,mention
21245064,788585,mention
13119517,788585,mention
13121420,788585,mention
17131,788585,mention
3178603,788585,mention
2659430,788585,mention
6593864,788585,mention
1363719,788585,mention
7140253,788585,mention
9786494,788585,mention
29710770,788585,mention
5076313,788585,mention
13732177,788585,mention
17142349,788585,mention
4036057,788585,mention
32114064,788585,mention
28182544,788585,mention
13772813,788585,mention
4112062,788585,mention
3086437,788585,mention
4175237,788585,mention
21245064,11151702,mention
29121002,11151702,mention
29121002,11151702,mention
3178603,11151702,mention
20221827,11151702,mention
20221827,11151702,mention
11846668,11151702,mention
5077674,11151702,mention
5077674,11151702,mention
20282289,11151702,mention
20282289,11151702,mention
20282289,11151702,mention
20282289,11151702,mention
11649515,11151702,mention
11649515,11151702,mention
16420260,11151702,mention
11405,1920,mention
11405,1920,mention
541266,1920,mention
22042349,1920,mention
35698,1920,mention
40898,1920,mention
43563,1920,mention
7920203,1920,mention
1903216,1920,mention
4788164,1920,mention
3216713,1920,mention
4789754,1920,mention
4789754,1920,mention
4789754,1920,mention
15295594,1920,mention
30246500,1920,mention
106085,1920,mention
106085,1920,mention
9814707,1920,mention
10869395,1920,mention
14804521,1920,mention
131616,1920,mention
1712015,1920,mention
1713522,1920,mention
1713522,1920,mention
4869549,1920,mention
21658955,1920,mention
3345780,1920,mention
3089393,1920,mention
8857428,1920,mention
22511385,1920,mention
22511385,1920,mention
22511385,1920,mention
27798677,1619385,mention
22042349,1619385,mention
2254894,1619385,mention
6491744,1619385,mention
27798677,1838755,mention
4230083,1838755,mention
22090379,1838755,mention
2254894,1838755,mention
27798677,25204105,mention
27798677,25204105,mention
27798677,25204105,mention
10428388,25204105,mention
27798677,27723746,mention
27798677,17375836,mention
42216598,2539527,mention
6831827,2539527,mention
13676036,2539527,mention
7434196,2539527,mention
7434196,2539527,mention
18021630,2539527,mention
4730013,7559251,mention
9186468,3438302,mention
7859423,3438302,mention
9186468,4369063,mention
7179213,4369063,mention
8020989,4369063,mention
8020989,4369063,mention
8020989,4369063,mention
18821370,4369063,mention
18821370,4369063,mention
4188733,4369063,mention
11435,643697,mention
11455,3231,mention
13296,3231,mention
17734,3231,mention
19628,3231,mention
6082233,3231,mention
36253906,3231,mention
10309419,3231,mention
85855,3231,mention
2750436,3231,mention
148268,3231,mention
9327131,3231,mention
19820506,3231,mention
21924858,3231,mention
16945529,3231,mention
5419157,3231,mention
32709320,3231,mention
243114,3231,mention
16788723,17911207,mention
16788723,24495953,mention
3696763,17911207,mention
3696763,24495953,mention
32181,17911207,mention
32181,24495953,mention
32181,17911207,mention
32181,24495953,mention
32181,17911207,mention
32181,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
40412,17911207,mention
40412,24495953,mention
30497357,17911207,mention
30497357,24495953,mention
30497357,17911207,mention
30497357,24495953,mention
105465,17911207,mention
105465,24495953,mention
5365132,17911207,mention
5365132,24495953,mention
4859724,17911207,mention
4859724,24495953,mention
21642499,17911207,mention
21642499,24495953,mention
21642499,17911207,mention
21642499,24495953,mention
9659722,17911207,mention
9659722,24495953,mention
9972987,4699770,mention
11262295,4699770,mention
9972987,4635324,mention
9972987,4979183,mention
9972987,4433271,mention
9972987,4912238,mention
9972987,1344445,mention
1420519,1344445,mention
8264679,1344445,mention
12984114,1344445,mention
9972987,8693850,mention
13562037,8693850,mention
11496526,8693850,mention
9972987,11496526,mention
3615028,11496526,mention
9972987,3615028,mention
11496526,3615028,mention
9972987,5428680,mention
9972987,4280540,mention
12984114,4280540,mention
9972987,5265243,mention
9972987,4280521,mention
5355368,4280521,mention
12984114,4280521,mention
9972987,4280491,mention
12984114,4280491,mention
9972987,4256604,mention
12984114,4256604,mention
9972987,4924793,mention
5355368,4924793,mention
9972987,10818187,mention
22090379,10818187,mention
9972987,4280466,mention
4280499,4280466,mention
12984114,4280466,mention
22446265,4280466,mention
475848,4280466,mention
9972987,4280529,mention
22446265,4280529,mention
9972987,4280487,mention
13422541,4280487,mention
12984114,4280487,mention
9972987,4280517,mention
12984114,4280517,mention
9972987,11262295,mention
4699770,11262295,mention
4699865,11262295,mention
9972987,5741235,mention
9972987,11048198,mention
9972987,10841839,mention
9972987,8264679,mention
9972987,4280544,mention
10510256,4280544,mention
9364942,4280544,mention
13358649,4280544,mention
4979183,4280544,mention
9972987,19173598,mention
9972987,9538090,mention
20498891,19173598,mention
20498891,9538090,mention
22446265,19173598,mention
22446265,9538090,mention
9972987,13422541,mention
9972987,4907287,mention
5860243,4907287,mention
9972987,4280502,mention
9972987,4280499,mention
12984114,4280499,mention
12742535,4280499,mention
9972987,4944771,mention
9972987,1700108,mention
18523761,1700108,mention
9972987,18427821,mention
24858,18427821,mention
24858,18427821,mention
13702215,18427821,mention
13702215,18427821,mention
1700108,18427821,mention
9972987,6597976,mention
9972987,5368816,mention
9972987,5355368,mention
13358649,5355368,mention
9972987,7578656,mention
9972987,4230083,mention
9972987,8645100,mention
9972987,7616649,mention
28878367,7616649,mention
28878367,7616649,mention
13358649,7616649,mention
9972987,7263172,mention
11516,2922319,mention
36750824,2922319,mention
27584904,2922319,mention
27334006,2922319,mention
30761019,2922319,mention
15295594,2922319,mention
22128940,2922319,mention
25023387,2922319,mention
20582866,2922319,mention
32398837,2922319,mention
13530172,2922319,mention
22189172,2922319,mention
22189172,2922319,mention
22189172,2922319,mention
31140233,2922319,mention
22759844,2922319,mention
14635308,2922319,mention
7036620,2922319,mention
25160347,2922319,mention
25160347,2922319,mention
25160347,2922319,mention
34860649,2922319,mention
6026040,2922319,mention
23592035,2922319,mention
2632966,5164437,mention
4881013,5164437,mention
19148039,19550,mention
6841475,19550,mention
44450,19550,mention
30495739,19550,mention
15295594,19550,mention
10578367,19550,mention
10578367,19550,mention
21080889,19550,mention
8500843,19550,mention
8500843,19550,mention
6432132,19550,mention
6790360,19550,mention
19148039,21446253,mention
10578367,21446253,mention
11533,7656900,mention
10017160,7656900,mention
21507454,15047337,mention
20559331,15047337,mention
14107764,15047337,mention
20958568,15047337,mention
21507454,16282983,mention
16549218,16282983,mention
16549218,16282983,mention
29136725,16282983,mention
20559331,16282983,mention
18310919,16282983,mention
18310919,16282983,mention
27752177,16282983,mention
18331584,16282983,mention
18331584,16282983,mention
4205953,24242,mention
9974844,24242,mention
9974844,24242,mention
1071309,24242,mention
23011,24242,mention
812909,24242,mention
9729954,24242,mention
6866073,24242,mention
12942796,24242,mention
2458177,24242,mention
2470047,24242,mention
4308964,24242,mention
4308964,24242,mention
9553463,24242,mention
6957797,24242,mention
6957797,24242,mention
10435604,24242,mention
10435604,24242,mention
8880204,24242,mention
34316009,24242,mention
762344,24242,mention
11649,15987,mention
11649,26874,mention
229903,26874,mention
42741166,28557277,mention
10761212,28557277,mention
10512714,28557277,mention
32274721,28557277,mention
29663291,28557277,mention
29663291,28557277,mention
10792136,28557277,mention
10792136,28557277,mention
10792136,28557277,mention
10792136,28557277,mention
28886333,28557277,mention
37281143,28557277,mention
28665625,28557277,mention
28665625,28557277,mention
28665625,28557277,mention
28665625,28557277,mention
28665625,28557277,mention
42037605,28557277,mention
10847503,28557277,mention
10847503,28557277,mention
30051156,28557277,mention
30051156,28557277,mention
28756930,28557277,mention
42657252,28557277,mention
9373127,28557277,mention
9373127,28557277,mention
44244474,28557277,mention
16196175,28557277,mention
16196175,28557277,mention
44255149,28557277,mention
28002998,28557277,mention
30374166,28557277,mention
18059067,28557277,mention
28563416,28557277,mention
11780,23034,mention
4730679,23034,mention
4730679,23034,mention
10761212,23034,mention
28190,23034,mention
28401052,23034,mention
28401052,23034,mention
28142455,23034,mention
28142455,23034,mention
1417033,23034,mention
6399548,23034,mention
27906444,23034,mention
27906444,23034,mention
4583847,23034,mention
27926108,23034,mention
27926108,23034,mention
2765847,23034,mention
5664935,23034,mention
11706670,23034,mention
15134096,23034,mention
223902,23034,mention
41125894,23034,mention
28552071,23034,mention
28552071,23034,mention
28552099,23034,mention
28552099,23034,mention
28552121,23034,mention
28552121,23034,mention
4962351,23034,mention
27771801,23034,mention
27771801,23034,mention
13621729,23034,mention
27782482,23034,mention
27782482,23034,mention
11814,13612,mention
2633288,1860879,mention
17051208,4012371,mention
5393242,4012371,mention
28847694,24187566,mention
29139750,24187566,mention
28478426,24187566,mention
28847694,25204870,mention
11867,14539187,mention
40119922,25333405,mention
22068348,25333405,mention
29218888,25333405,mention
31609213,25333405,mention
30560770,25333405,mention
30114052,25333405,mention
28041431,25333405,mention
31452814,25333405,mention
11905,20629,mention
17131,20629,mention
8945119,20629,mention
3972523,20629,mention
31279328,20629,mention
3280805,20629,mention
23995278,20629,mention
23995278,20629,mention
4370122,20629,mention
25095115,20629,mention
5221200,20629,mention
11928,8771448,mention
9201351,8771448,mention
11928,136222,mention
14152,136222,mention
14152,136222,mention
40906411,10373,mention
16009973,10373,mention
5562031,10373,mention
41237535,10373,mention
891142,10373,mention
1437283,10373,mention
779355,10373,mention
8924851,23600889,mention
29931332,23600889,mention
29931332,23600889,mention
8924851,13737717,mention
8924851,11380568,mention
10847503,11380568,mention
14692025,11197281,mention
24129244,5133732,mention
39817116,5133732,mention
274167,33508,mention
4294150,33508,mention
26392555,33508,mention
10235640,8380797,mention
31283225,8380797,mention
21084090,8380797,mention
21084090,8380797,mention
9029129,8380797,mention
28959860,8380797,mention
9037981,8380797,mention
8514142,8380797,mention
9838887,8380797,mention
8833067,8380797,mention
8571915,8380797,mention
12781662,8380797,mention
8854724,8380797,mention
8854724,8380797,mention
20397825,8380797,mention
14112827,8380797,mention
8611523,8380797,mention
8611523,8380797,mention
8895695,8380797,mention
16762384,8380797,mention
9433769,8380797,mention
10235640,8571915,mention
38918394,8571915,mention
20400152,8571915,mention
11788011,8571915,mention
11284240,22059941,mention
11284240,22059941,mention
11809264,22059941,mention
3159585,22059941,mention
4472440,22059941,mention
4486115,22059941,mention
3185670,22059941,mention
7383866,22059941,mention
26525996,22059941,mention
34670751,22059941,mention
13702215,22059941,mention
13702215,22059941,mention
13967546,22059941,mention
43593000,22059941,mention
9521809,22059941,mention
5599046,22059941,mention
884722,22059941,mention
3516050,22059941,mention
34715213,22059941,mention
5359768,22059941,mention
18467165,22059941,mention
19003934,22059941,mention
22150286,22059941,mention
6425188,22059941,mention
30298131,22059941,mention
24805095,22059941,mention
26120320,22059941,mention
3577831,22059941,mention
18257960,22059941,mention
7249098,22059941,mention
17736803,22059941,mention
29012915,22059941,mention
13032495,22059941,mention
12770740,22059941,mention
26149589,22059941,mention
3605892,22059941,mention
3086437,22059941,mention
27480077,22059941,mention
25908991,22059941,mention
21455989,22059941,mention
4159793,22059941,mention
493369,22059941,mention
493369,22059941,mention
30915268,22059941,mention
19123904,22059941,mention
30138515,22059941,mention
11284240,19003934,mention
29126499,19003934,mention
22059941,19003934,mention
22059946,19003934,mention
19004591,19003934,mention
7249098,19003934,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
10235677,797568,mention
23605028,3487636,mention
23605028,24081977,mention
12084,36129,mention
4780795,36129,mention
90223,36129,mention
12711131,36129,mention
11159430,36129,mention
18518051,36129,mention
6024929,36129,mention
12084,83880,mention
4730679,27771801,mention
4730679,27771801,mention
9420478,27771801,mention
4730679,28142455,mention
4730679,28142455,mention
10761212,28142455,mention
32584905,28142455,mention
28401052,28142455,mention
28401052,28142455,mention
28406092,28142455,mention
4730679,28401052,mention
4730679,28401052,mention
10761212,28401052,mention
24537333,28401052,mention
28552071,28401052,mention
28552071,28401052,mention
28552121,28401052,mention
28552121,28401052,mention
4730679,28552121,mention
4730679,28552121,mention
10761212,28552121,mention
4730679,28552099,mention
4730679,28552099,mention
10761212,28552099,mention
4730679,28552071,mention
4730679,28552071,mention
10761212,28552071,mention
4730679,27782482,mention
4730679,27782482,mention
12132,51415,mention
12132,284173,mention
12132,4213272,mention
7090134,19497666,mention
36751872,19497666,mention
17466934,19497666,mention
35319478,19497666,mention
9670713,19497666,mention
7090134,164457,mention
7173435,164457,mention
12258,55347,mention
97477,55347,mention
12302,12031,mention
28149,12031,mention
8226663,12031,mention
8226663,12031,mention
8226663,12031,mention
16499084,12031,mention
12302,6066414,mention
13119517,1916329,mention
13768281,1916329,mention
493369,1916329,mention
13119517,13121420,mention
13119517,23732,mention
13121420,23732,mention
164470,23732,mention
4112062,23732,mention
12495,1467143,mention
10733880,1467143,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
10236124,3710497,mention
4767520,3710497,mention
4767520,3710497,mention
4767520,3710497,mention
10308744,3710497,mention
10308744,3710497,mention
10308744,3710497,mention
11143724,3710497,mention
11680398,3710497,mention
3339202,3710497,mention
12558,7529275,mention
10664358,7529275,mention
12612,20664928,mention
1924248,20664928,mention
3561417,20664928,mention
3561417,20664928,mention
3561417,20664928,mention
3561417,20664928,mention
2603652,20664928,mention
12623,25795,mention
12650,1350583,mention
320713,1350583,mention
12650,1038091,mention
320713,1038091,mention
12650,5489,mention
26453,5489,mention
822320,5489,mention
320713,5489,mention
12650,3083787,mention
24766,3083787,mention
822320,3083787,mention
10795469,3083787,mention
12952966,3083787,mention
12653,23830,mention
22042349,23830,mention
45347,23830,mention
45347,23830,mention
21658955,23830,mention
22819186,558679,mention
13082,558679,mention
34549,558679,mention
2394818,558679,mention
59159,558679,mention
13692462,558679,mention
1423829,558679,mention
28428792,558679,mention
30266435,558679,mention
8016673,558679,mention
3561417,558679,mention
4354446,558679,mention
6740115,558679,mention
3627170,558679,mention
3627170,558679,mention
12665,5378979,mention
12665,1402724,mention
12665,16693961,mention
17838468,10505,mention
10512714,10505,mention
4469127,10508,mention
14459540,10508,mention
6566313,7733367,mention
11581159,7733367,mention
12721,5101,mention
12721,5101,mention
8144561,5101,mention
14960824,5101,mention
6841936,5101,mention
9491908,5101,mention
9491908,5101,mention
55300,5101,mention
55300,5101,mention
911555,5101,mention
23995278,5101,mention
23995278,5101,mention
1454745,5101,mention
5139755,5101,mention
1796382,5101,mention
10478109,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
1567690,5101,mention
12721,453917,mention
12726,28237989,mention
10761212,28237989,mention
12333499,4494997,mention
6104008,4494997,mention
9295099,4494997,mention
8264987,4494997,mention
4100089,4494997,mention
3608943,4494997,mention
3608943,4494997,mention
7590868,4494997,mention
15723331,4494997,mention
15723331,4494997,mention
12333499,2660425,mention
43089947,2660425,mention
3845948,2660425,mention
18289493,2660425,mention
18289493,2660425,mention
32451360,2660425,mention
32451360,2660425,mention
13119938,42091939,mention
12736110,42091939,mention
25670575,42091939,mention
12747,11357125,mention
11344829,11357125,mention
11494393,11357125,mention
12747,11494393,mention
12747,11494393,mention
12747,11494393,mention
12747,11494393,mention
12747,11494393,mention
12655096,11494393,mention
11344829,11494393,mention
11344829,11494393,mention
11344829,11494393,mention
11344829,11494393,mention
11344829,11494393,mention
4291664,11494393,mention
4291664,11494393,mention
28324306,22041506,mention
28324306,22041506,mention
28324306,22041506,mention
28324306,22041506,mention
44244474,22041506,mention
44244474,22041506,mention
28324306,18573062,mention
10847503,18573062,mention
12215218,18573062,mention
12215218,18573062,mention
31470070,29646998,mention
18362889,6876142,mention
18362889,6876142,mention
18362889,6876142,mention
24130749,6876142,mention
25190603,6876142,mention
10512714,6876142,mention
22051160,6876142,mention
22051160,6876142,mention
22052293,6876142,mention
22052293,6876142,mention
22055756,6876142,mention
22055756,6876142,mention
24944828,6876142,mention
34382959,6876142,mention
34382959,6876142,mention
34382959,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
10792136,6876142,mention
15295594,6876142,mention
19493119,6876142,mention
25002891,6876142,mention
10847503,6876142,mention
10847503,6876142,mention
10847503,6876142,mention
14298829,6876142,mention
14298829,6876142,mention
15091646,6876142,mention
15091646,6876142,mention
28726208,6876142,mention
14068431,6876142,mention
14068431,6876142,mention
14068431,6876142,mention
14068431,6876142,mention
9373127,6876142,mention
14619451,6876142,mention
28002998,6876142,mention
13595123,6876142,mention
28547039,6876142,mention
28547039,6876142,mention
8634128,6876142,mention
1061386,112889,mention
140508,112889,mention
12918,10439,mention
25770,10439,mention
29405171,10439,mention
7167799,10439,mention
15295594,10439,mention
1410770,10439,mention
3825566,10439,mention
2255559,10439,mention
22183022,10439,mention
13548485,10439,mention
472510,10439,mention
6502903,10439,mention
17523654,10439,mention
7307263,10439,mention
7307263,10439,mention
9173889,10439,mention
43266685,26275233,mention
27540708,26275233,mention
30186002,26275233,mention
31003834,26275233,mention
31003834,26275233,mention
31538675,26275233,mention
24724479,26275233,mention
31091168,26275233,mention
36611153,26275233,mention
7054899,26275233,mention
43266685,41865836,mention
1847951,6472674,mention
12958,11235298,mention
12958,11235298,mention
12958,11235298,mention
12958,11235298,mention
27434042,11235298,mention
14693029,5048,mention
13395383,5048,mention
20231428,5048,mention
22075904,5048,mention
30745235,5048,mention
5215613,5048,mention
1847980,14483,mention
17314477,20548757,mention
17314477,7825842,mention
17314477,20548757,mention
17314477,7825842,mention
17314477,20548757,mention
17314477,7825842,mention
4469425,53418,mention
4469425,53418,mention
4469425,53418,mention
4469425,53418,mention
13646652,53418,mention
18629348,53418,mention
22057539,53418,mention
27046346,53418,mention
27046346,53418,mention
21040094,53418,mention
16388754,53418,mention
24800674,53418,mention
26440561,53418,mention
12978,12639,mention
4474946,12639,mention
12978,10841,mention
23606001,2845464,mention
23606001,3720376,mention
28587879,3720376,mention
39599349,3720376,mention
39599349,3720376,mention
39599349,3720376,mention
39599349,3720376,mention
39599349,3720376,mention
37774146,3720376,mention
22065081,3720376,mention
15799869,3720376,mention
15799869,3720376,mention
15799869,3720376,mention
15799869,3720376,mention
15799869,3720376,mention
23416631,3720376,mention
23416631,3720376,mention
33422644,3720376,mention
34754970,3720376,mention
26390467,3720376,mention
19585781,3720376,mention
19585781,3720376,mention
19585781,3720376,mention
19585781,3720376,mention
19585781,3720376,mention
35080506,3720376,mention
34827406,3720376,mention
34827406,3720376,mention
5211014,3720376,mention
5211014,3720376,mention
5211014,3720376,mention
5211014,3720376,mention
5211014,3720376,mention
41390838,3720376,mention
13052,408797,mention
149017,408797,mention
1848069,18047,mention
10761212,18047,mention
21594559,18047,mention
11484743,18047,mention
16206685,18047,mention
22033188,12702,mention
10236715,6795454,mention
10236715,9639166,mention
10498877,93177,mention
6566725,6360526,mention
6784620,6360526,mention
9188282,12443533,mention
9188282,7094481,mention
9188282,30127278,mention
9188282,21741245,mention
9188282,21741245,mention
9188282,21338228,mention
13405880,21338228,mention
10634037,21338228,mention
9188282,1877118,mention
32292873,1877118,mention
32292873,1877118,mention
15295594,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
28045174,1877118,mention
9188282,37321256,mention
21338228,37321256,mention
10634037,37321256,mention
9188282,28547613,mention
13255,6815,mention
27409912,6815,mention
4933834,6815,mention
13291,5461,mention
167333,5461,mention
29111276,28541684,mention
29255637,28541684,mention
29111276,16333182,mention
29229110,16333182,mention
29229110,16333182,mention
20424215,16333182,mention
13296,3777,mention
22541,3777,mention
8676572,3777,mention
5553405,3777,mention
5358338,3777,mention
32162408,3777,mention
9906670,3777,mention
214330,3777,mention
214330,3777,mention
13296,15433,mention
16448,15433,mention
2435047,15433,mention
36253906,15433,mention
5061458,15433,mention
424503,15433,mention
27951539,15433,mention
12334068,71429,mention
12334068,71429,mention
10761212,71429,mention
20392360,71429,mention
4943140,71429,mention
10761212,1926836,mention
9570005,1926836,mention
10761212,3180362,mention
10761212,24270132,mention
10761212,2604933,mention
26295307,2604933,mention
20537819,2604933,mention
5145060,2604933,mention
24307392,2604933,mention
10761212,28660791,mention
10766377,28660791,mention
10761212,26295307,mention
10766377,26295307,mention
10761212,28629865,mention
10761212,10041768,mention
10761212,10041768,mention
21432550,10041768,mention
10761212,30111359,mention
10761212,28365418,mention
10761212,10196261,mention
10766377,10196261,mention
21428053,10196261,mention
10761212,10525688,mention
10761212,29699462,mention
10766377,10525688,mention
10766377,29699462,mention
28864018,10525688,mention
28864018,29699462,mention
10761212,7456243,mention
15589097,7456243,mention
10761212,22405434,mention
22826328,22405434,mention
22826328,22405434,mention
22826328,22405434,mention
19425361,22405434,mention
21819809,22405434,mention
10952826,22405434,mention
25388850,22405434,mention
10761212,36751485,mention
10766377,36751485,mention
24307392,36751485,mention
10761212,36682261,mention
10761212,20450796,mention
35248737,20450796,mention
24307392,20450796,mention
24307392,20450796,mention
24307392,20450796,mention
24307392,20450796,mention
10761212,112249,mention
315313,112249,mention
24177305,112249,mention
15034934,112249,mention
4902096,112249,mention
4902096,112249,mention
28249530,112249,mention
28249530,112249,mention
1019638,112249,mention
15441396,112249,mention
14655233,112249,mention
14655233,112249,mention
40102619,112249,mention
40102619,112249,mention
10761212,22074997,mention
10761212,10802187,mention
10766377,10802187,mention
21428053,10802187,mention
10761212,27376346,mention
10761212,26255572,mention
10766377,26255572,mention
27335255,26255572,mention
10761212,37157440,mention
24307392,37157440,mention
10761212,34296419,mention
10766377,34296419,mention
9511697,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
17729147,34296419,mention
10761212,6278048,mention
23613455,6278048,mention
23613455,6278048,mention
22076766,6278048,mention
10042421,6278048,mention
10834261,6278048,mention
10834261,6278048,mention
15295594,6278048,mention
13583097,6278048,mention
10761212,7222746,mention
10761212,6821104,mention
15295594,6821104,mention
10761212,30960,mention
17153237,30960,mention
10761212,6366573,mention
10761212,6924999,mention
10761212,12219683,mention
10761212,32469,mention
10761212,11247720,mention
10761212,9443657,mention
10761212,19835840,mention
10766377,19835840,mention
10761212,6169171,mention
10761212,41095236,mention
10766377,41095236,mention
10761212,10856689,mention
10761212,7079461,mention
10761212,10562991,mention
21428053,10562991,mention
10761212,13530010,mention
10766377,13530010,mention
10761212,26501195,mention
10761212,4291209,mention
10761212,20846438,mention
10761212,21237446,mention
10761212,26026024,mention
10766377,26026024,mention
10761212,28240166,mention
10766377,28240166,mention
10761212,13549230,mention
10761212,35027643,mention
35027550,35027643,mention
35028720,35027643,mention
24307392,35027643,mention
10761212,35027550,mention
35027643,35027550,mention
35027643,35027550,mention
35027643,35027550,mention
35028720,35027550,mention
24307392,35027550,mention
29882526,35027550,mention
10761212,30363544,mention
15589097,30363544,mention
10761212,1007339,mention
10761212,20791096,mention
21664156,20791096,mention
10761212,1922040,mention
10761212,20152304,mention
10766377,20152304,mention
29921630,20152304,mention
2930588,20152304,mention
29678727,20152304,mention
16063694,20152304,mention
31531981,20152304,mention
39154815,20152304,mention
28150985,20152304,mention
32892966,20152304,mention
36307876,20152304,mention
36307876,20152304,mention
142717,20152304,mention
29242906,20152304,mention
11449786,20152304,mention
34518570,20152304,mention
28514726,20152304,mention
28514726,20152304,mention
31145228,20152304,mention
19612160,20152304,mention
22263859,20152304,mention
10761212,20751875,mention
10766377,20751875,mention
10761212,12347361,mention
10761212,29659603,mention
10766377,12347361,mention
10766377,29659603,mention
10761212,7550224,mention
7640157,7550224,mention
10761212,10253791,mention
10766377,10253791,mention
10761212,15451884,mention
16328965,15451884,mention
20829609,15451884,mention
21428053,15451884,mention
9698553,15451884,mention
10761212,33830216,mention
10761212,14930483,mention
10766377,14930483,mention
11057455,14930483,mention
10761212,26303774,mention
10761212,10622505,mention
10766377,26303774,mention
10766377,10622505,mention
27396347,26303774,mention
27396347,10622505,mention
27396347,26303774,mention
27396347,10622505,mention
10761212,11792732,mention
10766377,11792732,mention
10761212,27626034,mention
10761212,26099639,mention
10766377,27626034,mention
10766377,26099639,mention
29694659,27626034,mention
29694659,26099639,mention
29694659,27626034,mention
29694659,26099639,mention
28436624,27626034,mention
28436624,26099639,mention
28436624,27626034,mention
28436624,26099639,mention
34042521,27626034,mention
34042521,26099639,mention
10761212,12578589,mention
10761212,28425331,mention
10761212,5539640,mention
7481367,5539640,mention
10761212,6151,mention
30097,6151,mention
4007686,6151,mention
15295594,6151,mention
11368768,6151,mention
471801,6151,mention
10761212,20534670,mention
10766377,20534670,mention
